Sequence_ID,Sequence_Length,Molecular_Weight,Type
A0A832ANL8_507_4,416,45484.09320000006,Generated
A0A832ANL8_508_4,416,44930.54460000005,Generated
A0A832ANL8_509_4,416,45027.451300000044,Generated
A0A832ANL8_510_4,416,45636.57930000003,Generated
A0A355WLL9_511_4,426,45905.42460000006,Generated
A0A355WLL9_512_4,426,46198.11320000009,Generated
A0A355WLL9_513_4,426,46358.9567000001,Generated
A0A382KYT3_514_4,416,45151.88110000004,Generated
A0A382KYT3_515_4,416,45630.42870000006,Generated
A0A382KYT3_516_4,416,45061.45580000011,Generated
A0A382KYT3_517_4,416,45196.93740000005,Generated
A0A832ANL8_518_4,416,44945.55400000008,Generated
A0A832ANL8_519_4,416,44865.44310000006,Generated
A0A832ANL8_520_4,416,45247.49550000006,Generated
A0A832ANL8_521_4,416,45029.612900000066,Generated
A0A832ANL8_522_4,416,45983.594700000045,Generated
A0A832ANL8_523_4,416,45056.579600000056,Generated
A0A832ANL8_524_4,416,45053.417200000054,Generated
A0A7Y0GYQ9_525_4,463,50132.295900000056,Generated
A0A832ANL8_526_4,416,45198.61980000007,Generated
A0A7Y0GYQ9_527_4,463,50064.23430000009,Generated
A0A7Y0GYQ9_528_4,463,50477.8418000001,Generated
A0A7Y0GYQ9_529_4,463,50220.83960000011,Generated
A0A7Y0GYQ9_530_4,463,50228.338500000114,Generated
I4DDM4_531_4,398,43482.88370000007,Generated
A0A832ANL8_532_4,416,45490.41150000006,Generated
A0A832ANL8_533_4,416,45212.753900000054,Generated
A0A832ANL8_534_4,416,45481.48510000006,Generated
A0A832ANL8_535_4,416,45099.924400000076,Generated
A0A832ANL8_536_4,416,45147.28470000006,Generated
A0A7Y0GYQ9_537_4,463,50506.6271000001,Generated
A0A7Y0GYQ9_538_4,463,50097.2542000001,Generated
A0A7Y0GYQ9_539_4,463,49599.62720000008,Generated
A0A7Y0GYQ9_540_4,463,50545.13990000009,Generated
A0A7Y0GYQ9_541_4,463,50512.85110000006,Generated
A0A832ANL8_542_4,416,45256.935800000094,Generated
A0A832ANL8_543_4,416,45340.93960000004,Generated
A0A832ANL8_544_4,416,45536.18300000006,Generated
A0A832ANL8_545_4,416,45158.67230000008,Generated
A0A832ANL8_546_4,416,44923.62170000003,Generated
A0A832ANL8_547_4,416,45171.75340000009,Generated
A0A7Y0GYQ9_548_4,463,50605.76360000007,Generated
A0A7Y0GYQ9_549_4,463,50417.35690000011,Generated
A0A7Y0GYQ9_550_4,463,50560.8285000001,Generated
A0A832ANL8_551_4,416,44603.02500000005,Generated
F5BZE3_552_4,397,43365.76820000005,Generated
F5BZE3_553_4,397,43490.65150000006,Generated
A0A832ANL8_554_4,416,45396.86010000008,Generated
A0A832ANL8_555_4,416,45489.92900000008,Generated
A0A832ANL8_556_4,416,45270.699000000095,Generated
A0A832ANL8_557_4,416,45220.736200000014,Generated
A0A7C3D5F8_558_4,433,47663.257400000046,Generated
A0A7C3D5F8_559_4,433,47296.00480000007,Generated
A0A7C3D5F8_560_4,433,47678.66340000006,Generated
Q6Y9I4_561_4,634,68369.36640000035,Generated
Q6Y9I4_562_4,634,68139.45320000031,Generated
A0A7S3W3P9_563_4,436,47686.5551000001,Generated
A0A7V5C8V4_564_4,437,47835.49120000009,Generated
A0A7V5C8V4_565_4,437,48077.914000000106,Generated
A0A1W6AQ06_566_4,397,43083.93380000005,Generated
A0A1W6AQ06_567_4,397,43292.55680000005,Generated
A0A7C3D5F8_568_4,433,46984.80720000008,Generated
A0A7C3D5F8_569_4,433,47369.96290000007,Generated
A0A7C3D5F8_570_4,433,47605.258400000064,Generated
A0A7C3D5F8_571_4,433,47304.247800000056,Generated
Q6Y9I4_572_4,634,68019.05820000032,Generated
Q6Y9I4_573_4,634,67915.86610000028,Generated
A0A813L3F7_574_4,591,64454.26580000018,Generated
A0A1W6AQ06_575_4,397,43280.58280000005,Generated
A0A1W6AQ06_576_4,397,43084.87330000004,Generated
A0A1W6AQ06_577_4,397,43376.56090000004,Generated
A0A1W6AQ06_578_4,397,43227.56980000008,Generated
F5BZE3_579_4,397,43182.51910000005,Generated
A0A7C5R2G0_580_4,443,48582.778900000056,Generated
A0A0P1FYB4_581_4,466,51092.85980000008,Generated
A0A7S2N6G6_582_4,431,47074.20310000006,Generated
A0A382KYT3_583_4,416,44814.48410000006,Generated
A0A382KYT3_584_4,416,44676.239500000054,Generated
A0A1W6AQ06_585_4,397,43250.316200000016,Generated
A0A1W6AQ06_586_4,397,42552.01890000005,Generated
A0A1W6AQ06_587_4,397,42995.36500000004,Generated
A0A832ANL8_588_4,416,44783.13070000004,Generated
A0A7Y0GYQ9_589_4,463,50148.44160000004,Generated
A0A832ANL8_590_4,416,45032.46120000011,Generated
A0A832ANL8_591_4,416,44839.08110000008,Generated
A0A832ANL8_592_4,416,45241.89340000006,Generated
A0A832ANL8_593_4,416,45223.949000000066,Generated
A0A7C3D5F8_594_4,433,47076.91440000002,Generated
A0A7C3D5F8_595_4,433,48329.95660000005,Generated
F5BZE3_596_4,397,42656.30040000005,Generated
Q6Y9I4_597_4,634,68340.0389000003,Generated
A0A813E9F1_598_4,563,61164.39540000008,Generated
A0A5Q0BNV2_599_4,463,51022.27640000009,Generated
A0A7S2ILE2_600_4,443,47983.11420000006,Generated
A0A832ANL8_601_4,416,45092.40720000006,Generated
A0A2K8L348_602_4,470,51312.59530000007,Generated
A0A832ANL8_603_4,416,45245.82350000007,Generated
A0A832ANL8_604_4,416,45263.781200000056,Generated
A0A1G0AW29_605_4,470,51605.88440000008,Generated
A0A1G0AW29_606_4,470,51392.55660000011,Generated
D9SHP6_607_4,470,51300.350300000064,Generated
D9SHP6_608_4,470,51876.98930000007,Generated
D9SHP6_609_4,470,51583.838300000054,Generated
D9SHP6_610_4,470,51697.146000000066,Generated
A0A1G0AW29_611_4,470,51521.18090000006,Generated
A0A1G0AW29_612_4,470,51368.50450000006,Generated
A0A1G0AW29_613_4,470,51649.61560000004,Generated
A0A1G0AW29_614_4,470,52187.10570000007,Generated
D9SHP6_615_4,470,51729.10030000007,Generated
D9SHP6_616_4,470,51529.66660000007,Generated
D9SHP6_617_4,470,52481.65020000011,Generated
D9SHP6_618_4,470,51432.730100000095,Generated
A0A1G0AW29_619_4,470,52110.31290000003,Generated
A0A1G0AW29_620_4,470,51638.78700000009,Generated
A0A1G0AW29_621_4,470,51680.69980000003,Generated
A0A3M1FDV3_622_4,487,53971.763500000074,Generated
D9SHP6_623_4,470,51748.7783000001,Generated
A0A3M2BFW8_624_4,468,51229.83060000006,Generated
A0A3M2BFW8_625_4,468,51729.454000000085,Generated
A0A1G0AW29_626_4,470,51573.779700000094,Generated
A0A3M2BFW8_627_4,468,51587.272100000075,Generated
A0A1G0AW29_628_4,470,51847.079100000046,Generated
D9SHP6_629_4,470,51393.908100000044,Generated
A0A1G0AW29_630_4,470,51676.99570000011,Generated
A0A1G0AW29_631_4,470,51652.962100000055,Generated
A0A1G0AW29_632_4,470,51866.20600000008,Generated
A0A2K8L348_633_4,470,51973.31360000005,Generated
A0A2K8L348_634_4,470,52042.03240000007,Generated
A0A2K8L348_635_4,470,51310.64870000005,Generated
A0A2K8L348_636_4,470,51694.05030000005,Generated
A0A1G0AW29_637_4,470,51424.66470000008,Generated
A0A1G0AW29_638_4,470,51743.21300000005,Generated
A0A1G0AW29_639_4,470,51597.77330000011,Generated
A0A1G0AW29_640_4,470,51688.84430000007,Generated
A0A2K8L348_641_4,470,51624.542400000086,Generated
A0A2K8L348_642_4,470,51278.19530000007,Generated
D9SHP6_643_4,470,51932.4725000001,Generated
D9SHP6_644_4,470,51314.73470000008,Generated
A0A1G0AW29_645_4,470,52076.23240000007,Generated
A0A1G0AW29_646_4,470,51482.51010000008,Generated
A0A1G0AW29_647_4,470,51608.33600000006,Generated
A0A1G0AW29_648_4,470,51902.4778000001,Generated
D9SHP6_649_4,470,51871.13120000005,Generated
D9SHP6_650_4,470,51307.85010000006,Generated
D9SHP6_651_4,470,51676.88700000007,Generated
A0A1G0AW29_652_4,470,51529.79920000005,Generated
A0A1G0AW29_653_4,470,51678.781700000094,Generated
A0A1G0AW29_654_4,470,50822.97250000005,Generated
A0A3M2BFW8_655_4,468,51417.038000000066,Generated
A0A3M2BFW8_656_4,468,51556.8976000001,Generated
A0A832ANL8_657_4,416,45669.64790000004,Generated
A0A832ANL8_658_4,416,44859.23040000003,Generated
A0A832ANL8_659_4,416,45176.90630000006,Generated
A0A832ANL8_660_4,416,45443.22450000004,Generated
A0A075ISY8_661_4,397,43093.679700000044,Generated
A0A075ISY8_662_4,397,43519.94840000004,Generated
A0A075ISY8_663_4,397,42872.186100000006,Generated
A0A075ISY8_664_4,397,43279.73760000002,Generated
A0A832ANL8_665_4,416,45374.88090000005,Generated
A0A832ANL8_666_4,416,45285.66840000008,Generated
A0A832ANL8_667_4,416,44823.8187,Generated
A0A832ANL8_668_4,416,44888.968800000046,Generated
A0A075ISY8_669_4,397,43586.91290000004,Generated
A0A075ISY8_670_4,397,43521.27250000005,Generated
A0A075ISY8_671_4,397,43286.85080000003,Generated
A0A075ISY8_672_4,397,43245.9855,Generated
A0A075ISY8_673_4,397,43343.04000000004,Generated
A0A832ANL8_674_4,416,44862.02940000006,Generated
A0A832ANL8_675_4,416,45396.07610000009,Generated
A0A3M2BFW8_676_4,468,51589.61830000008,Generated
A0A3M2BFW8_677_4,468,51701.70040000006,Generated
A0A948EPL6_678_4,413,44634.96700000006,Generated
A0A948EPL6_679_4,413,44719.39070000005,Generated
A0A1G0AW29_680_4,470,51532.64090000008,Generated
A0A3M2BFW8_681_4,468,51524.323000000055,Generated
A0A3M2BFW8_682_4,468,51345.317700000065,Generated
A0A3M2BFW8_683_4,468,50654.826100000064,Generated
A0A3M2BFW8_684_4,468,51677.51120000007,Generated
A0A1G0AW29_685_4,470,51871.06230000006,Generated
A0A1G0AW29_686_4,470,51564.857400000044,Generated
A0A1G0AW29_687_4,470,51594.985100000056,Generated
A0A1G0AW29_688_4,470,51081.09080000007,Generated
A0A3M2BFW8_689_4,468,51307.081000000086,Generated
A0A832ANL8_690_4,416,45600.314500000066,Generated
A0A3M2BFW8_691_4,468,51438.46570000011,Generated
A0A3M2BFW8_692_4,468,51338.74240000007,Generated
A0A948EPL6_693_4,413,45145.89880000005,Generated
A0A948EPL6_694_4,413,45347.036800000045,Generated
A0A948EPL6_695_4,413,44909.22270000009,Generated
A0A3M2BFW8_696_4,468,51610.634800000065,Generated
A0A3M2BFW8_697_4,468,51675.75280000008,Generated
A0A3M2BFW8_698_4,468,51332.1324000001,Generated
A0A3M2BFW8_699_4,468,51414.91910000006,Generated
A0A832ANL8_700_4,416,44863.550200000056,Generated
A0A832ANL8_701_4,416,45227.89370000006,Generated
A0A3M2BFW8_702_4,468,51694.7378000001,Generated
A0A3M1FDV3_703_4,487,53439.38420000006,Generated
OGS68397.1,470,51591.09110000005,Natural
Q59462.3,463,50727.94660000005,Natural
Q60028.3,459,50689.039800000035,Natural
Q31IK3.1,459,50280.10780000005,Natural
O84917.1,461,50816.99500000003,Natural
Q9ZHZ4.1,459,50572.814000000035,Natural
A1VNQ9.1,459,50570.75340000006,Natural
Q21YM9.1,459,50390.63370000006,Natural
P50922.1,458,50091.21340000011,Natural
D5AUD5.1,458,50204.37440000012,Natural
B3QB68.1,461,50484.55280000013,Natural
Q07N61.1,460,50251.32770000013,Natural
Q479W5.1,459,50787.831900000056,Natural
Q2RRP5.1,466,50481.466900000116,Natural
Q213J3.1,461,50553.73070000013,Natural
Q2J1J9.1,461,50521.38260000014,Natural
Q37D32.1,461,50499.50610000012,Natural
Q2W3S5.1,459,50348.589300000094,Natural
P04718.1,466,50503.51880000012,Natural
A3PRW6.1,459,50591.71490000013,Natural
Q3IX55.1,459,50600.68190000013,Natural
Q8RTI2.1,459,50216.6471000001,Natural
P29278.3,459,50518.538400000136,Natural
Q5ENN5.1,740,79147.1363000004,Natural
Q42813.2,547,59547.55480000016,Natural
Q41406.1,1501,164382.8229999999,Natural
Q6Y9H0.1,1563,169953.02849999955,Natural
Q41407.1,537,57422.515600000224,Natural
B6YXA9.1,444,49874.223800000036,Natural
Q58632.2,425,47858.61070000008,Natural
O93627.5,444,49712.020100000045,Natural
O28635.1,441,48556.86900000005,Natural
Q8PXG9.1,428,47137.681600000054,Natural
Q46E16.1,428,47060.47370000007,Natural
Q9MUT6.1,475,52535.19110000009,Natural
F4CQ77.1,476,52619.134800000065,Natural
Q6LBA6.1,486,53761.88740000007,Natural
Q8THG2.1,428,46786.07910000008,Natural
Q48952.1,486,53952.5798000001,Natural
Q3SNG2.1,489,54147.110900000116,Natural
O62964.1,473,52501.0107000001,Natural
Q1KVV0.1,475,52607.18100000009,Natural
Q9ZI34.1,486,53817.74730000009,Natural
Q1QGD4.1,488,54166.22670000011,Natural
A5E993.1,488,54040.964000000065,Natural
B3DVG5.1,486,53693.7852000001,Natural
P28452.1,459,51032.487200000076,Natural
P25413.1,421,46900.9234000001,Natural
Q1QH22.1,488,54154.215900000105,Natural
Q33383.1,468,51928.42350000009,Natural
Q33600.1,473,52403.010200000106,Natural
Q8U1P9.1,420,47346.995300000046,Natural
P25414.1,421,46957.9747000001,Natural
Q9UZD7.1,424,47605.36200000005,Natural
Q05990.1,441,48872.0431000001,Natural
P34915.2,475,52704.252900000094,Natural
B2LMK1.1,485,53858.49210000011,Natural
O58677.1,430,48246.11050000007,Natural
P08211.1,475,52453.080400000086,Natural
P45738.2,485,53852.46590000011,Natural
Q06SI3.1,475,52398.10490000008,Natural
A5FWR1.1,493,54796.71400000011,Natural
Q37192.1,485,53848.47730000011,Natural
P19162.1,485,53874.49150000011,Natural
Q33438.1,455,50415.62790000007,Natural
P28405.2,466,51676.1736000001,Natural
Q32271.1,453,50278.57980000009,Natural
P00877.1,475,52542.34560000009,Natural
Q32345.1,453,50262.580400000086,Natural
Q32283.1,453,50246.581000000086,Natural
Q32303.1,453,50248.553800000096,Natural
Q32344.1,453,50306.63300000009,Natural
Q31992.1,453,50290.63360000009,Natural
Q32255.1,453,50276.60690000009,Natural
B2X1Y2.1,475,52525.14490000009,Natural
O20241.3,475,52676.36850000009,Natural
P48069.1,436,48286.175600000075,Natural
P26490.1,475,52824.61280000008,Natural
P19161.1,485,53812.4436000001,Natural
A8Y9H8.1,477,52821.40250000013,Natural
Q20EX7.1,474,52646.016800000085,Natural
B3Q7E1.1,485,53873.861900000054,Natural
Q32701.1,475,52461.95490000009,Natural
Q33062.1,453,50451.81590000008,Natural
Q32256.1,453,50318.686700000086,Natural
P48072.1,436,48355.30380000007,Natural
P28428.1,466,51716.16330000009,Natural
Q6B8P0.1,488,54247.47450000006,Natural
P23011.1,488,53881.74280000011,Natural
A1EA16.1,477,52818.527900000125,Natural
Q32360.1,453,50278.64600000009,Natural
A5EQ63.1,486,53973.9728000001,Natural
Q31886.2,475,52703.3675000001,Natural
P48684.1,477,52934.51390000012,Natural
Q33406.1,471,52321.8431000001,Natural
Q37G91.1,485,53732.65420000008,Natural
Q6N9J0.1,485,53912.941000000064,Natural
Q31946.1,453,50306.54680000009,Natural
P48075.1,436,48358.324200000076,Natural
Q33274.1,453,50334.64310000009,Natural
P28454.2,465,51632.05840000008,Natural
P28399.2,477,52875.61210000009,Natural
O62970.1,441,48719.80290000007,Natural
A1E9T2.1,476,52728.52450000011,Natural
Q19V64.2,475,52723.11730000008,Natural
A4GG89.1,476,52800.30730000011,Natural
P28449.1,466,51635.011000000115,Natural
P93869.1,455,50528.67790000008,Natural
O62943.1,473,52390.8704000001,Natural
Q5SCV9.1,475,52729.216200000104,Natural
P28450.1,436,48300.35280000007,Natural
A4YNR1.1,486,53963.95460000009,Natural
Q32397.1,453,50331.77820000009,Natural
P28426.1,465,51550.03900000009,Natural
Q8MD78.1,473,52581.24460000009,Natural
P48715.1,473,52437.97480000011,Natural
P92406.1,455,50264.42540000009,Natural
Q219P7.2,485,54026.040500000076,Natural
P48070.1,436,48223.019100000085,Natural
P56647.1,476,52681.301100000106,Natural
P11383.2,477,52850.52670000012,Natural
P28403.2,466,51715.158300000054,Natural
O19872.2,466,51779.27360000009,Natural
P43226.1,414,45769.51410000006,Natural
P14957.3,488,53864.05820000006,Natural
P05698.2,479,53077.78690000012,Natural
Q31827.2,466,51651.1228000001,Natural
P00878.1,475,52608.03980000011,Natural
P92401.1,455,50264.42540000009,Natural
Q33050.1,453,50262.62340000009,Natural
P93988.1,455,50493.65370000008,Natural
Q10WH6.1,476,53077.82010000011,Natural
Q05798.2,475,52682.2175000001,Natural
P28379.1,466,51587.0095000001,Natural
A7IGM0.1,488,53823.726700000094,Natural
P28258.1,475,52772.04540000011,Natural
O63094.1,473,52391.00760000011,Natural
P92397.1,455,50314.48080000009,Natural
O20304.1,465,51638.145700000096,Natural
P69575.1,455,50302.51320000009,Natural
P27066.3,475,52609.1437000001,Natural
Q02518.1,474,52835.50850000013,Natural
Q31680.1,475,52772.04540000012,Natural
P48688.2,475,52489.08130000011,Natural
P27064.5,475,52641.20880000011,Natural
Q37328.1,444,49165.32140000008,Natural
P36486.1,466,51695.1737000001,Natural
P28442.2,465,51620.064200000095,Natural
P06292.1,475,52790.24930000009,Natural
A6BM42.1,475,52502.1046000001,Natural
P69576.1,455,50316.539800000086,Natural
Q06023.1,475,52538.138800000095,Natural
P69572.1,455,50287.45550000009,Natural
P69574.1,455,50286.47070000009,Natural
Q05992.1,441,48807.97600000008,Natural
P00874.2,476,52700.43160000011,Natural
P92407.1,455,50342.57710000009,Natural
P28443.2,465,51612.088500000085,Natural
P28424.1,465,51562.02820000009,Natural
Q06GQ2.1,475,52719.34370000012,Natural
A6H5I5.1,475,52722.27140000012,Natural
P23755.1,493,54988.326200000076,Natural
A6MMV2.1,475,52759.31150000012,Natural
P19163.1,478,52946.645500000115,Natural
P69579.1,455,50301.48210000009,Natural
P69573.1,455,50300.540400000085,Natural
Q31809.1,453,50262.64650000008,Natural
Q32908.1,453,50292.58640000008,Natural
Q32223.1,465,51754.184600000095,Natural
P28382.2,466,51639.1685000001,Natural
P0C510.1,477,52880.52940000012,Natural
P24675.1,475,52696.234200000115,Natural
Q06024.1,475,52554.1563000001,Natural
P48682.1,475,52606.121600000115,Natural
Q9BBU1.1,475,52772.3865000001,Natural
A4GYR8.1,475,52600.11530000011,Natural
P48710.1,440,48802.85510000008,Natural
P48695.1,475,52810.25750000009,Natural
Q2IT03.1,485,53712.556900000076,Natural
P28430.2,465,51581.930100000085,Natural
P28394.1,466,51698.131400000086,Natural
P92306.1,469,51911.31040000012,Natural
P56648.2,475,52518.1457000001,Natural
P28417.1,463,51205.69850000009,Natural
Q9XQJ6.1,469,52072.590500000086,Natural
P93880.1,455,50421.61260000008,Natural
P28412.1,465,51485.86900000008,Natural
Q2TGZ2.1,475,52541.16390000009,Natural
P48719.2,475,52724.257500000116,Natural
P28431.1,459,50946.35340000009,Natural
Q0G9V4.1,475,52605.1980000001,Natural
P28433.1,466,51625.145300000106,Natural
P28410.1,441,48899.01970000008,Natural
P25827.1,476,52662.23120000012,Natural
B0YPN8.1,475,52536.629500000105,Natural
P16306.1,475,52593.10280000011,Natural
Q31983.2,465,51625.1899000001,Natural
P48697.1,466,51586.98970000009,Natural
A6MMD0.1,475,52682.1762000001,Natural
P28406.2,441,48823.01180000005,Natural
P48698.1,468,51947.555900000094,Natural
Q07RX1.1,485,53847.77140000008,Natural
P28402.2,466,51758.31910000008,Natural
P28387.1,465,51587.079000000085,Natural
P43224.1,414,45806.61890000005,Natural
P46820.1,475,52674.32960000011,Natural
P28460.1,466,51599.175900000104,Natural
P26958.1,475,52630.41460000009,Natural
Q33101.1,468,51939.576900000095,Natural
P48706.2,477,52894.436800000105,Natural
P48693.1,477,52923.524400000104,Natural
P28439.2,475,52821.439100000105,Natural
O19989.1,466,51598.08040000009,Natural
Q05994.1,443,49151.35300000008,Natural
P43225.1,416,45944.61220000006,Natural
P26963.1,475,52641.155800000124,Natural
Q01873.1,475,52658.21780000011,Natural
P19164.1,478,52888.67560000012,Natural
Q49CC1.1,481,53436.1053000001,Natural
Q2MIH9.1,477,52973.6988000001,Natural
P28381.1,476,52705.48920000009,Natural
Q09MH0.1,475,52518.124000000105,Natural
A8W3J2.1,481,53376.00880000009,Natural
Q33443.1,466,51572.01470000009,Natural
P28446.1,465,51690.15720000009,Natural
B3TN59.1,476,52732.39560000012,Natural
P00876.2,477,52897.601000000104,Natural
P28456.2,467,51876.43020000009,Natural
P27065.4,477,52953.7107000001,Natural
Q31655.1,473,52454.1862000001,Natural
P48714.2,475,52568.14100000011,Natural
P48694.2,481,53353.063500000106,Natural
P48708.1,466,51584.05700000009,Natural
Q8DIS5.1,475,53024.843300000124,Natural
P25830.1,475,52665.27650000011,Natural
Q09X09.1,475,52667.3287000001,Natural
Q7YJW4.1,475,52604.2796000001,Natural
A9L9A4.1,478,53113.7692000001,Natural
Q33162.1,456,50393.698300000106,Natural
Q32RY7.1,475,52564.962200000075,Natural
P24680.1,475,52722.28150000011,Natural
P28416.1,459,50916.393600000076,Natural
P25836.1,467,51826.244300000115,Natural
Q32625.1,465,51606.161700000084,Natural
Q06025.1,475,52475.07960000009,Natural
Q68RZ8.1,478,52916.6176000001,Natural
Q9T4F2.1,475,52433.923100000095,Natural
Q0P3J3.1,475,52518.9863000001,Natural
Q05986.1,443,49041.36820000008,Natural
O78258.1,443,48888.883100000094,Natural
P24678.1,475,52741.33780000011,Natural
P26962.1,475,52712.2998000001,Natural
P28260.1,480,53387.0648000001,Natural
Q31951.1,468,52029.72440000009,Natural
Q9GHP8.1,466,51674.02390000009,Natural
Q32RQ1.1,475,52722.12270000009,Natural
P28385.1,465,51502.896300000095,Natural
Q36610.1,414,45728.41760000006,Natural
Q9XPR5.1,465,51586.9466000001,Natural
O78259.1,443,48934.974700000086,Natural
Q01874.1,475,52600.12210000009,Natural
O78260.1,443,48904.94870000009,Natural
P28383.1,441,48798.75040000006,Natural
P24312.2,475,52766.26490000014,Natural
P28448.1,459,50996.329400000075,Natural
A7M906.1,481,53367.068300000086,Natural
P33536.1,444,49024.81740000009,Natural
P48709.1,477,52892.60430000011,Natural
P28418.1,459,50942.406200000085,Natural
Q85G81.1,488,54132.41320000004,Natural
Q06GY9.1,478,53045.801300000094,Natural
P00880.2,472,52447.110700000114,Natural
O20346.1,465,51491.960000000094,Natural
P30827.1,476,52764.38100000011,Natural
Q7WNK2.1,423,45187.1477000001,Natural
Q32686.1,469,52035.68420000008,Natural
P04717.3,475,52762.499200000086,Natural
P28389.1,465,51575.00370000009,Natural
B0CCC1.1,476,52980.78740000012,Natural
P28414.2,448,49493.571500000086,Natural
P48702.1,475,52526.030100000105,Natural
P48700.1,469,51911.4563000001,Natural
P26960.2,475,52704.20660000011,Natural
P25829.1,467,51812.32690000011,Natural
Q32699.1,468,51922.52650000009,Natural
Q31730.2,465,51541.07680000008,Natural
O98671.1,468,51836.38470000009,Natural
Q33C26.1,477,52897.55790000011,Natural
P28451.1,465,51631.02550000009,Natural
Q37227.2,443,49133.19200000009,Natural
P28376.1,465,51578.07210000011,Natural
A6MVT9.1,488,53947.145300000055,Natural
Q07209.1,465,51645.13490000009,Natural
P11421.1,477,52940.625700000106,Natural
P25079.2,477,52943.76060000011,Natural
Q33619.1,473,52431.17600000011,Natural
P28408.2,466,51580.925600000075,Natural
Q31738.1,469,52055.5003000001,Natural
P28391.2,459,50953.30130000008,Natural
O98664.1,470,52068.70780000009,Natural
P93913.1,449,49667.86340000009,Natural
P43222.1,417,46283.12510000007,Natural
Q32041.2,465,51637.13460000009,Natural
P41621.1,475,52755.3644000001,Natural
Q36800.1,459,50681.04540000011,Natural
P48683.1,479,53190.875000000124,Natural
A6MML5.1,477,52940.55810000012,Natural
A6MM44.1,475,52592.1413000001,Natural
P28384.1,466,51698.22090000009,Natural
P27568.1,470,52496.269300000095,Natural
B1NWF8.1,477,52681.1899000001,Natural
P28388.1,466,51857.41030000009,Natural
P28259.1,471,52286.749400000124,Natural
Q95694.1,447,49506.7009000001,Natural
O98681.1,449,49546.65730000008,Natural
P48713.1,475,52736.2419000001,Natural
P28415.2,465,51484.9522000001,Natural
P48690.1,475,52695.264400000095,Natural
Q31674.1,420,46526.32200000007,Natural
P14958.2,475,52700.38360000012,Natural
P30829.1,475,52627.2667000001,Natural
P36476.1,475,52633.2512000001,Natural
Q9BA49.1,477,52961.57740000011,Natural
A0ZZ43.1,480,53131.84770000012,Natural
P28441.2,475,52685.243100000094,Natural
P11422.1,477,52928.57200000011,Natural
Q33584.1,477,52844.472300000096,Natural
P26964.1,475,52784.35740000009,Natural
P28411.2,466,51812.387600000075,Natural
Q43036.1,475,52460.77110000009,Natural
P28435.2,459,51044.430400000085,Natural
P28261.1,459,51083.4680000001,Natural
Q3BAN4.2,480,53261.82030000013,Natural
P93998.1,455,50377.647900000076,Natural
P28398.2,441,48940.95430000007,Natural
P28432.1,465,51540.01930000009,Natural
P36482.1,443,48935.160200000086,Natural
Q8RU60.1,477,52923.6383000001,Natural
P36481.1,466,51682.24120000009,Natural
P48707.1,440,48671.73850000008,Natural
P48685.1,475,52529.77430000009,Natural
Q1ACK0.1,475,52699.13920000009,Natural
P93890.1,451,49843.96420000009,Natural
B0Z4K9.1,475,52796.4295000001,Natural
P24624.1,488,54178.40110000006,Natural
O98890.1,460,51025.473400000075,Natural
Q70XZ5.1,475,52644.18100000011,Natural
P28420.1,466,51658.2398000001,Natural
P48711.2,475,52605.158400000095,Natural
Q09119.1,488,54098.208400000054,Natural
P51226.1,488,53901.07020000007,Natural
P28423.1,459,50987.44330000008,Natural
Q31859.1,468,51865.43210000009,Natural
P48696.2,475,52763.34340000011,Natural
P92445.1,449,49799.06280000009,Natural
P28397.1,465,51606.12540000008,Natural
Q760R5.1,488,54029.153200000066,Natural
P92463.1,466,51767.092400000096,Natural
Q06022.1,475,52600.18510000008,Natural
Q9GGX6.1,467,51783.26230000009,Natural
P48701.1,440,48702.79560000008,Natural
Q06021.1,475,52586.158500000085,Natural
P28457.1,466,51730.30720000011,Natural
P28444.1,466,51670.184300000095,Natural
P26961.1,475,52679.26010000011,Natural
P28377.2,475,52678.3414000001,Natural
Q9MVE5.1,475,52791.393300000105,Natural
P43223.1,413,45750.44960000007,Natural
P28434.1,465,51613.026600000085,Natural
P28404.2,435,47989.88960000007,Natural
P28455.1,450,49804.027900000074,Natural
Q8SN66.2,475,52675.05290000009,Natural
P24677.1,475,52748.371700000105,Natural
P24681.1,475,52767.3038000001,Natural
P43228.1,415,45883.616600000074,Natural
P24676.1,475,52656.19350000011,Natural
P26959.1,475,52658.26400000011,Natural
Q31795.2,475,52816.3149000001,Natural
P50255.2,488,54044.21090000006,Natural
P31189.2,449,49567.67340000009,Natural
P36478.1,471,52182.744200000096,Natural
Q760S7.1,488,54073.16600000006,Natural
P04991.1,474,52625.257100000104,Natural
A2SFV1.1,488,53928.08770000009,Natural
P28401.2,466,51594.07640000008,Natural
P30732.1,475,52625.2939000001,Natural
P48705.1,410,45284.90480000006,Natural
A6YG96.1,475,52534.08560000009,Natural
Q49KZ0.1,475,52721.2537000001,Natural
P48717.2,466,51535.001000000106,Natural
Q06RC1.1,479,53107.715300000105,Natural
P28437.2,459,51035.42510000007,Natural
A2SJJ7.2,485,53309.081200000095,Natural
P28427.1,467,51813.442200000085,Natural
P43229.1,406,44887.49470000007,Natural
P48703.1,465,51661.180700000084,Natural
P24679.1,475,52761.4533000001,Natural
P28395.1,450,49818.05450000008,Natural
Q32042.2,465,51542.1213000001,Natural
P28425.1,467,51904.415400000085,Natural
Q760R9.1,488,54059.139400000066,Natural
P69570.1,475,52727.2399000001,Natural
P28386.3,436,48184.23290000006,Natural
