ID,Hydrophobicity,Type
A0A832ANL8_509_4,-0.15625000000000025,Generated
A0A832ANL8_510_4,-0.23894230769230834,Generated
A0A355WLL9_511_4,-0.16737089201877947,Generated
A0A355WLL9_512_4,-0.1593896713615027,Generated
A0A355WLL9_513_4,-0.14483568075117378,Generated
A0A382KYT3_514_4,-0.1040865384615386,Generated
A0A382KYT3_515_4,-0.21995192307692363,Generated
A0A382KYT3_516_4,-0.14278846153846178,Generated
A0A382KYT3_517_4,-0.17668269230769262,Generated
A0A832ANL8_518_4,-0.14278846153846178,Generated
A0A832ANL8_519_4,-0.14591346153846224,Generated
A0A832ANL8_520_4,-0.2665865384615391,Generated
A0A832ANL8_521_4,-0.20192307692307748,Generated
A0A832ANL8_522_4,-0.2685096153846159,Generated
A0A832ANL8_523_4,-0.18605769230769267,Generated
A0A832ANL8_524_4,-0.1786057692307696,Generated
A0A7Y0GYQ9_525_4,-0.13326133909287283,Generated
A0A832ANL8_526_4,-0.19879807692307758,Generated
A0A7Y0GYQ9_527_4,-0.13606911447084274,Generated
A0A7Y0GYQ9_528_4,-0.14686825053995742,Generated
A0A7Y0GYQ9_529_4,-0.1166306695464366,Generated
A0A7Y0GYQ9_530_4,-0.26544276457883437,Generated
I4DDM4_531_4,-0.19296482412060342,Generated
A0A832ANL8_532_4,-0.27740384615384667,Generated
A0A832ANL8_533_4,-0.23052884615384658,Generated
A0A832ANL8_534_4,-0.1908653846153851,Generated
A0A832ANL8_535_4,-0.1067307692307692,Generated
A0A832ANL8_536_4,-0.20793269230769296,Generated
A0A7Y0GYQ9_537_4,-0.23131749460043258,Generated
A0A7Y0GYQ9_538_4,-0.10215982721382305,Generated
A0A7Y0GYQ9_539_4,-0.14406047516198744,Generated
A0A7Y0GYQ9_540_4,-0.11771058315334793,Generated
A0A7Y0GYQ9_541_4,-0.20604751619870457,Generated
A0A832ANL8_542_4,-0.21586538461538524,Generated
A0A832ANL8_543_4,-0.18942307692307736,Generated
A0A832ANL8_544_4,-0.17644230769230826,Generated
A0A832ANL8_545_4,-0.19447115384615454,Generated
A0A832ANL8_546_4,-0.13990384615384627,Generated
A0A832ANL8_547_4,-0.142067307692308,Generated
A0A7Y0GYQ9_548_4,-0.2920086393088557,Generated
A0A7Y0GYQ9_549_4,-0.20539956803455778,Generated
A0A7Y0GYQ9_550_4,-0.25097192224622084,Generated
A0A832ANL8_551_4,-0.08605769230769214,Generated
F5BZE3_552_4,-0.20428211586901823,Generated
F5BZE3_553_4,-0.24030226700251947,Generated
A0A832ANL8_554_4,-0.20264423076923122,Generated
A0A832ANL8_555_4,-0.24567307692307747,Generated
A0A832ANL8_556_4,-0.20336538461538511,Generated
A0A832ANL8_557_4,-0.20216346153846224,Generated
A0A7C3D5F8_558_4,-0.30300230946882284,Generated
A0A7C3D5F8_559_4,-0.28729792147806066,Generated
A0A7C3D5F8_560_4,-0.2519630484988454,Generated
Q6Y9I4_561_4,-0.2451104100946369,Generated
Q6Y9I4_562_4,-0.211041009463723,Generated
A0A7S3W3P9_563_4,-0.23325688073394563,Generated
A0A7V5C8V4_564_4,-0.2382151029748288,Generated
A0A7V5C8V4_565_4,-0.2796338672768884,Generated
A0A1W6AQ06_566_4,-0.19093198992443364,Generated
A0A1W6AQ06_567_4,-0.18992443324937072,Generated
A0A7C3D5F8_568_4,-0.15889145496535803,Generated
A0A7C3D5F8_569_4,-0.20092378752886852,Generated
A0A7C3D5F8_570_4,-0.2653579676674368,Generated
A0A7C3D5F8_571_4,-0.2720554272517325,Generated
Q6Y9I4_572_4,-0.23517350157728706,Generated
Q6Y9I4_573_4,-0.27996845425867484,Generated
A0A813L3F7_574_4,-0.34450084602368897,Generated
A0A1W6AQ06_575_4,-0.1377833753148617,Generated
A0A1W6AQ06_576_4,-0.17783375314861466,Generated
A0A1W6AQ06_577_4,-0.2062972292191441,Generated
A0A1W6AQ06_578_4,-0.168765743073048,Generated
F5BZE3_579_4,-0.17103274559193962,Generated
A0A7C5R2G0_580_4,-0.206546275395034,Generated
A0A0P1FYB4_581_4,-0.32017167381974293,Generated
A0A7S2N6G6_582_4,-0.10974477958236686,Generated
A0A382KYT3_583_4,-0.11346153846153852,Generated
A0A382KYT3_584_4,-0.06947115384615407,Generated
A0A1W6AQ06_585_4,-0.16272040302267052,Generated
A0A1W6AQ06_586_4,-0.051637279596977274,Generated
A0A1W6AQ06_587_4,-0.18715365239294743,Generated
A0A832ANL8_588_4,-0.15865384615384645,Generated
A0A7Y0GYQ9_589_4,-0.17365010799136127,Generated
A0A832ANL8_590_4,-0.19831730769230832,Generated
A0A832ANL8_591_4,-0.17524038461538496,Generated
A0A832ANL8_592_4,-0.19735576923076975,Generated
A0A832ANL8_593_4,-0.20697115384615444,Generated
A0A7C3D5F8_594_4,-0.17436489607390304,Generated
A0A7C3D5F8_595_4,-0.3212471131639729,Generated
F5BZE3_596_4,-0.015365239294710325,Generated
Q6Y9I4_597_4,-0.28359621451104083,Generated
A0A813E9F1_598_4,-0.2895204262877447,Generated
A0A5Q0BNV2_599_4,-0.25917926565874766,Generated
A0A7S2ILE2_600_4,-0.11376975169300249,Generated
A0A832ANL8_601_4,-0.24903846153846207,Generated
A0A2K8L348_602_4,-0.2559574468085112,Generated
A0A832ANL8_603_4,-0.1564903846153847,Generated
A0A832ANL8_604_4,-0.19735576923076983,Generated
A0A1G0AW29_605_4,-0.31319148936170266,Generated
A0A1G0AW29_606_4,-0.3125531914893622,Generated
D9SHP6_607_4,-0.25638297872340493,Generated
D9SHP6_608_4,-0.3736170212765961,Generated
D9SHP6_609_4,-0.2889361702127663,Generated
D9SHP6_610_4,-0.25531914893617086,Generated
A0A1G0AW29_611_4,-0.198085106382979,Generated
A0A1G0AW29_612_4,-0.3074468085106388,Generated
A0A1G0AW29_613_4,-0.31404255319149016,Generated
A0A1G0AW29_614_4,-0.39319148936170223,Generated
D9SHP6_615_4,-0.222765957446809,Generated
D9SHP6_616_4,-0.32744680851063857,Generated
D9SHP6_617_4,-0.3897872340425531,Generated
D9SHP6_618_4,-0.28021276595744743,Generated
A0A1G0AW29_619_4,-0.3931914893617022,Generated
A0A1G0AW29_620_4,-0.30531914893617074,Generated
A0A1G0AW29_621_4,-0.3268085106382983,Generated
A0A3M1FDV3_622_4,-0.42156057494866556,Generated
D9SHP6_623_4,-0.3059574468085113,Generated
A0A3M2BFW8_624_4,-0.2538461538461545,Generated
A0A3M2BFW8_625_4,-0.34358974358974353,Generated
A0A1G0AW29_626_4,-0.28702127659574544,Generated
A0A3M2BFW8_627_4,-0.30341880341880395,Generated
A0A1G0AW29_628_4,-0.3387234042553195,Generated
D9SHP6_629_4,-0.31808510638297927,Generated
A0A1G0AW29_630_4,-0.2882978723404262,Generated
A0A1G0AW29_631_4,-0.2570212765957455,Generated
A0A1G0AW29_632_4,-0.27489361702127735,Generated
A0A2K8L348_633_4,-0.35829787234042576,Generated
A0A2K8L348_634_4,-0.39404255319148956,Generated
A0A2K8L348_635_4,-0.25042553191489436,Generated
A0A2K8L348_636_4,-0.33191489361702176,Generated
A0A1G0AW29_637_4,-0.24148936170212806,Generated
A0A1G0AW29_638_4,-0.29893617021276675,Generated
A0A1G0AW29_639_4,-0.27872340425531994,Generated
A0A1G0AW29_640_4,-0.35276595744680894,Generated
A0A2K8L348_641_4,-0.3419148936170217,Generated
A0A2K8L348_642_4,-0.32361702127659653,Generated
D9SHP6_643_4,-0.26042553191489437,Generated
D9SHP6_644_4,-0.26510638297872413,Generated
A0A1G0AW29_645_4,-0.3712765957446812,Generated
A0A1G0AW29_646_4,-0.2978723404255323,Generated
A0A1G0AW29_647_4,-0.2980851063829793,Generated
A0A1G0AW29_648_4,-0.3329787234042558,Generated
D9SHP6_649_4,-0.32914893617021324,Generated
D9SHP6_650_4,-0.1917021276595748,Generated
D9SHP6_651_4,-0.3531914893617025,Generated
A0A1G0AW29_652_4,-0.34510638297872365,Generated
A0A1G0AW29_653_4,-0.3221276595744686,Generated
A0A1G0AW29_654_4,-0.19617021276595825,Generated
A0A3M2BFW8_655_4,-0.3117521367521369,Generated
A0A3M2BFW8_656_4,-0.18119658119658147,Generated
A0A832ANL8_657_4,-0.20456730769230808,Generated
A0A832ANL8_658_4,-0.17043269230769248,Generated
A0A832ANL8_659_4,-0.18966346153846203,Generated
A0A832ANL8_660_4,-0.04543269230769221,Generated
A0A075ISY8_661_4,-0.1629722921914359,Generated
A0A075ISY8_662_4,-0.2342569269521416,Generated
A0A075ISY8_663_4,-0.17027707808564263,Generated
A0A075ISY8_664_4,-0.1468513853904285,Generated
A0A832ANL8_665_4,-0.2026442307692315,Generated
A0A832ANL8_666_4,-0.14326923076923095,Generated
A0A832ANL8_667_4,-0.183413461538462,Generated
A0A832ANL8_668_4,-0.172115384615385,Generated
A0A075ISY8_669_4,-0.20000000000000023,Generated
A0A075ISY8_670_4,-0.20629722921914406,Generated
A0A075ISY8_671_4,-0.18236775818639828,Generated
A0A075ISY8_672_4,-0.11309823677581872,Generated
A0A075ISY8_673_4,-0.12947103274559202,Generated
A0A832ANL8_674_4,-0.026442307692307574,Generated
A0A832ANL8_675_4,-0.25120192307692374,Generated
A0A3M2BFW8_676_4,-0.2598290598290603,Generated
A0A3M2BFW8_677_4,-0.21004273504273557,Generated
A0A948EPL6_678_4,-0.1496368038740923,Generated
A0A948EPL6_679_4,-0.19273607748184046,Generated
A0A1G0AW29_680_4,-0.34978723404255313,Generated
A0A3M2BFW8_681_4,-0.2920940170940176,Generated
A0A3M2BFW8_682_4,-0.2170940170940176,Generated
A0A3M2BFW8_683_4,-0.1786324786324789,Generated
A0A3M2BFW8_684_4,-0.28376068376068453,Generated
A0A1G0AW29_685_4,-0.36000000000000054,Generated
A0A1G0AW29_686_4,-0.2936170212765964,Generated
A0A1G0AW29_687_4,-0.28212765957446867,Generated
A0A1G0AW29_688_4,-0.24659574468085185,Generated
A0A3M2BFW8_689_4,-0.24594017094017126,Generated
A0A832ANL8_690_4,-0.2483173076923084,Generated
A0A3M2BFW8_691_4,-0.3059829059829066,Generated
A0A3M2BFW8_692_4,-0.296581196581197,Generated
A0A948EPL6_693_4,-0.22009685230024287,Generated
A0A948EPL6_694_4,-0.2634382566585963,Generated
A0A948EPL6_695_4,-0.25496368038740985,Generated
A0A3M2BFW8_696_4,-0.30897435897435926,Generated
A0A3M2BFW8_697_4,-0.28440170940171006,Generated
A0A3M2BFW8_698_4,-0.25064102564102614,Generated
A0A3M2BFW8_699_4,-0.21944444444444527,Generated
A0A832ANL8_700_4,-0.07716346153846151,Generated
A0A832ANL8_701_4,-0.2293269230769236,Generated
A0A3M2BFW8_702_4,-0.291239316239317,Generated
A0A3M1FDV3_703_4,-0.2905544147843948,Generated
OGS68397.1,-0.27978723404255373,Natural
Q59462.3,-0.26522678185745185,Natural
Q60028.3,-0.315468409586057,Natural
Q31IK3.1,-0.3374727668845319,Natural
O84917.1,-0.3173535791757054,Natural
Q9ZHZ4.1,-0.3230936819172116,Natural
A1VNQ9.1,-0.3281045751633988,Natural
Q21YM9.1,-0.2455337690631812,Natural
P50922.1,-0.2224890829694328,Natural
D5AUD5.1,-0.23668122270742414,Natural
B3QB68.1,-0.24490238611713697,Natural
Q07N61.1,-0.19717391304347864,Natural
Q479W5.1,-0.39586056644880185,Natural
Q2RRP5.1,-0.18648068669527915,Natural
Q213J3.1,-0.24707158351410036,Natural
Q2J1J9.1,-0.25574837310195286,Natural
Q37D32.1,-0.25770065075921955,Natural
Q2W3S5.1,-0.27734204793028366,Natural
P04718.1,-0.1858369098712448,Natural
A3PRW6.1,-0.2891067538126366,Natural
Q3IX55.1,-0.28758169934640576,Natural
Q8RTI2.1,-0.20849673202614427,Natural
P29278.3,-0.2958605664488022,Natural
Q5ENN5.1,-0.24202702702702697,Natural
Q42813.2,-0.26416819012797127,Natural
Q41406.1,-0.30752831445702683,Natural
Q6Y9H0.1,-0.29552143314139273,Natural
Q41407.1,-0.33128491620111716,Natural
B6YXA9.1,-0.2849099099099106,Natural
Q58632.2,-0.302117647058824,Natural
O93627.5,-0.2695945945945953,Natural
O28635.1,-0.23922902494331122,Natural
Q8PXG9.1,-0.16542056074766384,Natural
Q46E16.1,-0.18364485981308443,Natural
Q9MUT6.1,-0.2507368421052638,Natural
F4CQ77.1,-0.2537815126050426,Natural
Q6LBA6.1,-0.1995884773662557,Natural
Q8THG2.1,-0.10420560747663574,Natural
Q48952.1,-0.3220164609053498,Natural
Q3SNG2.1,-0.24703476482617642,Natural
O62964.1,-0.29682875264270686,Natural
Q1KVV0.1,-0.2869473684210531,Natural
Q9ZI34.1,-0.2298353909465027,Natural
Q1QGD4.1,-0.25266393442623,Natural
A5E993.1,-0.2301229508196728,Natural
B3DVG5.1,-0.15802469135802524,Natural
P28452.1,-0.22919389978213572,Natural
P25413.1,-0.24536817102137845,Natural
Q1QH22.1,-0.2409836065573775,Natural
Q33383.1,-0.2393162393162401,Natural
Q33600.1,-0.26321353065539194,Natural
Q8U1P9.1,-0.2566666666666672,Natural
P25414.1,-0.25795724465558273,Natural
Q9UZD7.1,-0.23750000000000054,Natural
Q05990.1,-0.23764172335600983,Natural
P34915.2,-0.2964210526315795,Natural
B2LMK1.1,-0.3371134020618563,Natural
O58677.1,-0.21627906976744235,Natural
P08211.1,-0.24715789473684271,Natural
P45738.2,-0.34886597938144387,Natural
Q06SI3.1,-0.23831578947368484,Natural
A5FWR1.1,-0.2596348884381344,Natural
Q37192.1,-0.34556701030927894,Natural
P19162.1,-0.34556701030927894,Natural
Q33438.1,-0.2652747252747259,Natural
P28405.2,-0.2427038626609448,Natural
Q32271.1,-0.30507726269315744,Natural
P00877.1,-0.22610526315789534,Natural
Q32345.1,-0.2993377483443716,Natural
Q32283.1,-0.2920529801324512,Natural
Q32303.1,-0.30066225165562993,Natural
Q32344.1,-0.30485651214128107,Natural
Q31992.1,-0.2975717439293606,Natural
Q32255.1,-0.2953642384105968,Natural
B2X1Y2.1,-0.26231578947368484,Natural
O20241.3,-0.23873684210526389,Natural
P48069.1,-0.2905963302752299,Natural
P26490.1,-0.22147368421052704,Natural
P19161.1,-0.3286597938144338,Natural
A8Y9H8.1,-0.26498951781970737,Natural
Q20EX7.1,-0.329746835443038,Natural
B3Q7E1.1,-0.27463917525773257,Natural
Q32701.1,-0.2728421052631586,Natural
Q33062.1,-0.3256070640176606,Natural
Q32256.1,-0.29381898454746214,Natural
P48072.1,-0.26238532110091806,Natural
P28428.1,-0.24055793991416372,Natural
Q6B8P0.1,-0.13709016393442644,Natural
P23011.1,-0.2125000000000005,Natural
A1EA16.1,-0.2612159329140469,Natural
Q32360.1,-0.2944812362030912,Natural
A5EQ63.1,-0.24423868312757266,Natural
Q31886.2,-0.2591578947368427,Natural
P48684.1,-0.2815513626834388,Natural
Q33406.1,-0.2740976645435251,Natural
Q37G91.1,-0.25979381443299027,Natural
Q6N9J0.1,-0.26288659793814506,Natural
Q31946.1,-0.31015452538631416,Natural
P48075.1,-0.28715596330275284,Natural
Q33274.1,-0.30618101545253934,Natural
P28454.2,-0.24000000000000069,Natural
P28399.2,-0.23018867924528372,Natural
O62970.1,-0.24965986394557882,Natural
A1E9T2.1,-0.2485294117647066,Natural
Q19V64.2,-0.3025263157894741,Natural
A4GG89.1,-0.2701680672268915,Natural
P28449.1,-0.239270386266095,Natural
P93869.1,-0.2894505494505501,Natural
O62943.1,-0.2752642706131084,Natural
Q5SCV9.1,-0.29957894736842183,Natural
P28450.1,-0.2536697247706428,Natural
A4YNR1.1,-0.24218106995884836,Natural
Q32397.1,-0.2918322295805748,Natural
P28426.1,-0.25354838709677485,Natural
Q8MD78.1,-0.29238900634249526,Natural
P48715.1,-0.2670190274841445,Natural
P92406.1,-0.2597802197802204,Natural
Q219P7.2,-0.28824742268041287,Natural
P48070.1,-0.31467889908256935,Natural
P56647.1,-0.3075630252100847,Natural
P11383.2,-0.2779874213836485,Natural
P28403.2,-0.22918454935622384,Natural
O19872.2,-0.2538626609442066,Natural
P43226.1,-0.21908212560386528,Natural
P14957.3,-0.10922131147540992,Natural
P05698.2,-0.2753653444676416,Natural
Q31827.2,-0.2369098712446358,Natural
P00878.1,-0.312631578947369,Natural
P92401.1,-0.26131868131868197,Natural
Q33050.1,-0.2695364238410603,Natural
P93988.1,-0.2835164835164843,Natural
Q10WH6.1,-0.32184873949579845,Natural
Q05798.2,-0.2880000000000007,Natural
P28379.1,-0.23476394849785473,Natural
A7IGM0.1,-0.19528688524590215,Natural
P28258.1,-0.3503157894736844,Natural
O63094.1,-0.24376321353065614,Natural
P92397.1,-0.25648351648351714,Natural
O20304.1,-0.24064516129032323,Natural
P69575.1,-0.25714285714285773,Natural
P27066.3,-0.2650526315789481,Natural
Q02518.1,-0.2892405063291145,Natural
Q31680.1,-0.3496842105263161,Natural
P48688.2,-0.24084210526315866,Natural
P27064.5,-0.27136842105263215,Natural
Q37328.1,-0.25427927927927985,Natural
P36486.1,-0.24635193133047273,Natural
P28442.2,-0.24559139784946302,Natural
P06292.1,-0.3000000000000007,Natural
A6BM42.1,-0.2345263157894744,Natural
P69576.1,-0.25692307692307753,Natural
Q06023.1,-0.2568421052631586,Natural
P69572.1,-0.25054945054945116,Natural
P69574.1,-0.25054945054945116,Natural
Q05992.1,-0.20022675736961498,Natural
P00874.2,-0.2581932773109252,Natural
P92407.1,-0.26439560439560506,Natural
P28443.2,-0.23075268817204364,Natural
P28424.1,-0.25634408602150605,Natural
Q06GQ2.1,-0.27578947368421125,Natural
A6H5I5.1,-0.2850526315789482,Natural
P23755.1,-0.1953346855983779,Natural
A6MMV2.1,-0.2816842105263166,Natural
P19163.1,-0.2730125523012559,Natural
P69579.1,-0.25032967032967096,Natural
P69573.1,-0.2512087912087918,Natural
Q31809.1,-0.2880794701986763,Natural
Q32908.1,-0.3026490066225173,Natural
Q32223.1,-0.25698924731182876,Natural
P28382.2,-0.22188841201716802,Natural
P0C510.1,-0.282809224318659,Natural
P24675.1,-0.28421052631578997,Natural
Q06024.1,-0.25663157894736915,Natural
P48682.1,-0.2591578947368427,Natural
Q9BBU1.1,-0.2785263157894742,Natural
A4GYR8.1,-0.2656842105263165,Natural
P48710.1,-0.2806818181818188,Natural
P48695.1,-0.3084210526315793,Natural
Q2IT03.1,-0.2688659793814439,Natural
P28430.2,-0.2688172043010759,Natural
P28394.1,-0.2538626609442067,Natural
P92306.1,-0.2669509594882735,Natural
P56648.2,-0.24294736842105336,Natural
P28417.1,-0.21576673866090784,Natural
Q9XQJ6.1,-0.262473347547975,Natural
P93880.1,-0.27846153846153915,Natural
P28412.1,-0.25870967741935547,Natural
Q2TGZ2.1,-0.2543157894736849,Natural
P48719.2,-0.28315789473684294,Natural
P28431.1,-0.24945533769063238,Natural
Q0G9V4.1,-0.24947368421052704,Natural
P28433.1,-0.23669527896995773,Natural
P28410.1,-0.23242630385487587,Natural
P25827.1,-0.231302521008404,Natural
B0YPN8.1,-0.35052631578947413,Natural
P16306.1,-0.2551578947368428,Natural
Q31983.2,-0.21569892473118343,Natural
P48697.1,-0.24871244635193196,Natural
A6MMD0.1,-0.2852631578947377,Natural
P28406.2,-0.23310657596371953,Natural
P48698.1,-0.21773504273504332,Natural
Q07RX1.1,-0.2832989690721656,Natural
P28402.2,-0.2530042918454942,Natural
P28387.1,-0.25548387096774255,Natural
P43224.1,-0.25217391304347875,Natural
P46820.1,-0.24400000000000066,Natural
P28460.1,-0.23347639484978602,Natural
P26958.1,-0.2524210526315797,Natural
Q33101.1,-0.2217948717948724,Natural
P48706.2,-0.2788259958071286,Natural
P48693.1,-0.2805031446540889,Natural
P28439.2,-0.2825263157894743,Natural
O19989.1,-0.24806866952789766,Natural
Q05994.1,-0.23792325056433475,Natural
P43225.1,-0.2336538461538467,Natural
P26963.1,-0.28357894736842176,Natural
Q01873.1,-0.26863157894736905,Natural
P19164.1,-0.2558577405857749,Natural
Q49CC1.1,-0.26237006237006316,Natural
Q2MIH9.1,-0.2496855345911956,Natural
P28381.1,-0.22878151260504268,Natural
Q09MH0.1,-0.24000000000000066,Natural
A8W3J2.1,-0.25987525987526067,Natural
Q33443.1,-0.21995708154506496,Natural
P28446.1,-0.2582795698924738,Natural
B3TN59.1,-0.2630252100840342,Natural
P00876.2,-0.2412997903563949,Natural
P28456.2,-0.24689507494646745,Natural
P27065.4,-0.23983228511530477,Natural
Q31655.1,-0.23932346723044476,Natural
P48714.2,-0.24800000000000066,Natural
P48694.2,-0.2954261954261963,Natural
P48708.1,-0.23948497854077322,Natural
Q8DIS5.1,-0.2682105263157902,Natural
P25830.1,-0.24294736842105327,Natural
Q09X09.1,-0.24505263157894802,Natural
Q7YJW4.1,-0.24673684210526378,Natural
A9L9A4.1,-0.3031380753138084,Natural
Q33162.1,-0.24802631578947432,Natural
Q32RY7.1,-0.3004210526315795,Natural
P24680.1,-0.27073684210526394,Natural
P28416.1,-0.22396514161220107,Natural
P25836.1,-0.29850107066381243,Natural
Q32625.1,-0.22494623655914045,Natural
Q06025.1,-0.245894736842106,Natural
Q68RZ8.1,-0.21966527196652785,Natural
Q9T4F2.1,-0.24273684210526386,Natural
Q0P3J3.1,-0.2755789473684215,Natural
Q05986.1,-0.19593679458239338,Natural
O78258.1,-0.281264108352145,Natural
P24678.1,-0.2840000000000008,Natural
P26962.1,-0.2787368421052637,Natural
P28260.1,-0.30062500000000053,Natural
Q31951.1,-0.231410256410257,Natural
Q9GHP8.1,-0.2669527896995715,Natural
Q32RQ1.1,-0.3073684210526322,Natural
P28385.1,-0.24473118279569958,Natural
Q36610.1,-0.22149758454106333,Natural
Q9XPR5.1,-0.2658064516129039,Natural
O78259.1,-0.2794582392776529,Natural
Q01874.1,-0.27473684210526383,Natural
O78260.1,-0.27381489841986506,Natural
P28383.1,-0.2884353741496605,Natural
P24312.2,-0.33536842105263137,Natural
P28448.1,-0.2734204793028329,Natural
A7M906.1,-0.2661122661122671,Natural
P33536.1,-0.3191441441441448,Natural
P48709.1,-0.23459119496855427,Natural
P28418.1,-0.23681917211329043,Natural
Q85G81.1,-0.12868852459016406,Natural
Q06GY9.1,-0.25397489539749024,Natural
P00880.2,-0.2703389830508482,Natural
O20346.1,-0.24322580645161357,Natural
P30827.1,-0.25630252100840395,Natural
Q7WNK2.1,-0.07612293144208042,Natural
Q32686.1,-0.22132196162046971,Natural
P04717.3,-0.27157894736842164,Natural
P28389.1,-0.25139784946236626,Natural
B0CCC1.1,-0.24852941176470672,Natural
P28414.2,-0.26227678571428636,Natural
P48702.1,-0.2389473684210533,Natural
P48700.1,-0.23240938166311373,Natural
P26960.2,-0.29136842105263233,Natural
P25829.1,-0.2865096359743049,Natural
Q32699.1,-0.22243589743589803,Natural
Q31730.2,-0.23634408602150603,Natural
O98671.1,-0.21752136752136822,Natural
Q33C26.1,-0.24046121593291472,Natural
P28451.1,-0.25784946236559203,Natural
Q37227.2,-0.2846501128668177,Natural
P28376.1,-0.23569892473118345,Natural
A6MVT9.1,-0.13381147540983626,Natural
Q07209.1,-0.24344086021505437,Natural
P11421.1,-0.24507337526205522,Natural
P25079.2,-0.2471698113207554,Natural
Q33619.1,-0.2560253699788592,Natural
P28408.2,-0.27210300429184603,Natural
Q31738.1,-0.3070362473347555,Natural
P28391.2,-0.2525054466230943,Natural
O98664.1,-0.24808510638297937,Natural
P93913.1,-0.2648106904231632,Natural
P43222.1,-0.24148681055155938,Natural
Q32041.2,-0.23677419354838775,Natural
P41621.1,-0.286315789473685,Natural
Q36800.1,-0.24618736383442333,Natural
P48683.1,-0.30062630480167085,Natural
A6MML5.1,-0.28029350104821865,Natural
A6MM44.1,-0.2646315789473693,Natural
P28384.1,-0.24957081545064438,Natural
P27568.1,-0.2387234042553198,Natural
B1NWF8.1,-0.2813417190775689,Natural
P28388.1,-0.24957081545064444,Natural
P28259.1,-0.30976645435244227,Natural
Q95694.1,-0.24653243847874778,Natural
O98681.1,-0.2732739420935417,Natural
P48713.1,-0.2972631578947376,Natural
P28415.2,-0.24193548387096844,Natural
P48690.1,-0.27957894736842176,Natural
Q31674.1,-0.2542857142857149,Natural
P14958.2,-0.2616842105263164,Natural
P30829.1,-0.25873684210526393,Natural
P36476.1,-0.2555789473684218,Natural
Q9BA49.1,-0.3048218029350111,Natural
A0ZZ43.1,-0.27458333333333396,Natural
P28441.2,-0.27052631578947445,Natural
P11422.1,-0.2574423480083866,Natural
Q33584.1,-0.24360587002096507,Natural
P26964.1,-0.290315789473685,Natural
P28411.2,-0.23454935622317655,Natural
Q43036.1,-0.2637894736842113,Natural
P28435.2,-0.2610021786492381,Natural
P28261.1,-0.2897603485838785,Natural
Q3BAN4.2,-0.2993750000000004,Natural
P93998.1,-0.2731868131868138,Natural
P28398.2,-0.29750566893424096,Natural
P28432.1,-0.248602150537635,Natural
P36482.1,-0.19909706546275469,Natural
Q8RU60.1,-0.24842767295597543,Natural
P36481.1,-0.21673819742489334,Natural
P48707.1,-0.2472727272727279,Natural
P48685.1,-0.349263157894737,Natural
Q1ACK0.1,-0.3157894736842111,Natural
P93890.1,-0.2521064301552112,Natural
B0Z4K9.1,-0.2724210526315795,Natural
P24624.1,-0.1157786885245904,Natural
O98890.1,-0.24347826086956592,Natural
Q70XZ5.1,-0.26189473684210574,Natural
P28420.1,-0.23390557939914233,Natural
P48711.2,-0.26568421052631636,Natural
Q09119.1,-0.1713114754098364,Natural
P51226.1,-0.10204918032786897,Natural
P28423.1,-0.21699346405228828,Natural
Q31859.1,-0.21025641025641084,Natural
P48696.2,-0.29831578947368487,Natural
P92445.1,-0.27683741648106963,Natural
P28397.1,-0.2490322580645168,Natural
Q760R5.1,-0.13586065573770506,Natural
P92463.1,-0.2766094420600864,Natural
Q06022.1,-0.2711578947368426,Natural
Q9GGX6.1,-0.22826552462526822,Natural
P48701.1,-0.2652272727272733,Natural
Q06021.1,-0.2717894736842109,Natural
P28457.1,-0.22467811158798348,Natural
P28444.1,-0.23304721030042988,Natural
P26961.1,-0.28315789473684266,Natural
P28377.2,-0.2545263157894744,Natural
Q9MVE5.1,-0.27936842105263215,Natural
P43223.1,-0.2530266343825671,Natural
P28434.1,-0.21268817204301144,Natural
P28404.2,-0.22505747126436842,Natural
P28455.1,-0.24000000000000063,Natural
Q8SN66.2,-0.29978947368421127,Natural
P24677.1,-0.26821052631579007,Natural
P24681.1,-0.28547368421052693,Natural
P43228.1,-0.23132530120481984,Natural
P24676.1,-0.28505263157894795,Natural
P26959.1,-0.2530526315789481,Natural
Q31795.2,-0.30694736842105314,Natural
P50255.2,-0.14159836065573786,Natural
P31189.2,-0.27973273942093624,Natural
P36478.1,-0.24713375796178405,Natural
Q760S7.1,-0.14200819672131165,Natural
P04991.1,-0.243881856540085,Natural
A2SFV1.1,-0.21209016393442665,Natural
P28401.2,-0.22317596566523676,Natural
P30732.1,-0.25157894736842185,Natural
P48705.1,-0.22073170731707378,Natural
A6YG96.1,-0.265473684210527,Natural
Q49KZ0.1,-0.2835789473684218,Natural
P48717.2,-0.22596566523605213,Natural
Q06RC1.1,-0.2820459290187899,Natural
P28437.2,-0.2793028322440093,Natural
A2SJJ7.2,-0.21917525773195923,Natural
P28427.1,-0.22034261241970088,Natural
P43229.1,-0.20197044334975425,Natural
P48703.1,-0.24752688172043075,Natural
P24679.1,-0.25073684210526387,Natural
P28395.1,-0.24266666666666728,Natural
Q32042.2,-0.2197849462365598,Natural
P28425.1,-0.23940042826552524,Natural
Q760R9.1,-0.14200819672131165,Natural
P69570.1,-0.2808421052631584,Natural
P28386.3,-0.2426605504587162,Natural
P24674.1,-0.2661052631578953,Natural
P28440.1,-0.23540772532188906,Natural
P25828.1,-0.2404166666666674,Natural
P28262.1,-0.2845824411134911,Natural
A4QJU1.1,-0.2693110647181636,Natural
