Sequence_ID,pI,Type
A0A832ANL8_545_4,5.617931938171386,Generated
A0A832ANL8_546_4,5.548247337341309,Generated
A0A832ANL8_547_4,5.53625431060791,Generated
A0A7Y0GYQ9_548_4,5.819824028015137,Generated
A0A7Y0GYQ9_549_4,5.08722629547119,Generated
A0A7Y0GYQ9_550_4,6.576692008972168,Generated
A0A832ANL8_551_4,4.978265953063963,Generated
F5BZE3_552_4,5.593889045715332,Generated
F5BZE3_553_4,5.162651634216307,Generated
A0A832ANL8_554_4,5.911391639709472,Generated
A0A832ANL8_555_4,5.363293266296386,Generated
A0A832ANL8_556_4,5.685058784484863,Generated
A0A832ANL8_557_4,9.052537727355958,Generated
A0A7C3D5F8_558_4,6.859181785583496,Generated
A0A7C3D5F8_559_4,5.668120765686036,Generated
A0A7C3D5F8_560_4,5.713478279113769,Generated
Q6Y9I4_561_4,5.835909461975096,Generated
Q6Y9I4_562_4,6.366217231750488,Generated
A0A7S3W3P9_563_4,5.591160774230956,Generated
A0A7V5C8V4_564_4,5.3644868850708,Generated
A0A7V5C8V4_565_4,4.9649656295776365,Generated
A0A1W6AQ06_566_4,6.0333681106567365,Generated
A0A1W6AQ06_567_4,5.317367362976075,Generated
A0A7C3D5F8_568_4,5.967775917053221,Generated
A0A7C3D5F8_569_4,4.955189323425292,Generated
A0A7C3D5F8_570_4,4.988212776184081,Generated
A0A7C3D5F8_571_4,6.021204566955566,Generated
Q6Y9I4_572_4,6.083215904235838,Generated
Q6Y9I4_573_4,6.126299858093262,Generated
A0A813L3F7_574_4,5.841707038879394,Generated
A0A1W6AQ06_575_4,5.124455833435058,Generated
A0A1W6AQ06_576_4,6.760111427307129,Generated
A0A1W6AQ06_577_4,5.313388633728027,Generated
A0A1W6AQ06_578_4,5.302191352844238,Generated
F5BZE3_579_4,5.550350379943848,Generated
A0A7C5R2G0_580_4,6.115102577209471,Generated
A0A0P1FYB4_581_4,5.498172187805174,Generated
A0A7S2N6G6_582_4,5.755766487121583,Generated
A0A382KYT3_583_4,5.690003776550292,Generated
A0A382KYT3_584_4,4.756934928894043,Generated
A0A1W6AQ06_585_4,6.000685691833495,Generated
A0A1W6AQ06_586_4,5.286617469787596,Generated
A0A1W6AQ06_587_4,5.7977705001831055,Generated
A0A832ANL8_588_4,5.068128395080565,Generated
A0A7Y0GYQ9_589_4,5.422348976135253,Generated
A0A832ANL8_590_4,5.094501686096191,Generated
A0A832ANL8_591_4,4.94302577972412,Generated
A0A832ANL8_592_4,5.911618995666504,Generated
A0A832ANL8_593_4,5.688412284851075,Generated
A0A7C3D5F8_594_4,5.562627601623535,Generated
A0A7C3D5F8_595_4,5.9657865524292,Generated
F5BZE3_596_4,5.108313560485839,Generated
Q6Y9I4_597_4,5.517383766174315,Generated
A0A813E9F1_598_4,5.164299964904784,Generated
A0A5Q0BNV2_599_4,5.931739997863769,Generated
A0A7S2ILE2_600_4,5.363861656188964,Generated
A0A832ANL8_601_4,5.365851020812988,Generated
A0A2K8L348_602_4,5.302702903747559,Generated
A0A832ANL8_603_4,5.265530204772949,Generated
A0A832ANL8_604_4,5.42217845916748,Generated
A0A1G0AW29_605_4,5.914517784118652,Generated
A0A1G0AW29_606_4,5.608155632019043,Generated
D9SHP6_607_4,5.291164588928221,Generated
D9SHP6_608_4,5.527785301208495,Generated
D9SHP6_609_4,5.223241996765136,Generated
D9SHP6_610_4,5.193628883361815,Generated
A0A1G0AW29_611_4,5.5059022903442365,Generated
A0A1G0AW29_612_4,5.4018869400024405,Generated
A0A1G0AW29_613_4,5.927136039733886,Generated
A0A1G0AW29_614_4,4.9293844223022445,Generated
D9SHP6_615_4,5.464580345153809,Generated
D9SHP6_616_4,5.849380302429199,Generated
D9SHP6_617_4,5.5107336044311515,Generated
D9SHP6_618_4,5.135823631286621,Generated
A0A1G0AW29_619_4,5.331349754333496,Generated
A0A1G0AW29_620_4,5.31878833770752,Generated
A0A1G0AW29_621_4,5.100753974914549,Generated
A0A3M1FDV3_622_4,8.217543220520021,Generated
D9SHP6_623_4,5.5188615798950185,Generated
A0A3M2BFW8_624_4,5.619580268859862,Generated
A0A3M2BFW8_625_4,4.961896324157714,Generated
A0A1G0AW29_626_4,5.551032447814941,Generated
A0A3M2BFW8_627_4,4.894314765930175,Generated
A0A1G0AW29_628_4,5.26757640838623,Generated
D9SHP6_629_4,5.5281831741333,Generated
A0A1G0AW29_630_4,5.675168800354004,Generated
A0A1G0AW29_631_4,5.69500560760498,Generated
A0A1G0AW29_632_4,5.873138999938964,Generated
A0A2K8L348_633_4,5.418995475769043,Generated
A0A2K8L348_634_4,5.383414268493653,Generated
A0A2K8L348_635_4,5.634244728088378,Generated
A0A2K8L348_636_4,5.424167823791502,Generated
A0A1G0AW29_637_4,5.265928077697754,Generated
A0A1G0AW29_638_4,5.751560401916504,Generated
A0A1G0AW29_639_4,5.6009370803833,Generated
A0A1G0AW29_640_4,5.452530479431151,Generated
A0A2K8L348_641_4,5.270361518859862,Generated
A0A2K8L348_642_4,5.62537784576416,Generated
D9SHP6_643_4,5.627878761291503,Generated
D9SHP6_644_4,5.834488487243653,Generated
A0A1G0AW29_645_4,5.622990608215332,Generated
A0A1G0AW29_646_4,5.240748405456542,Generated
A0A1G0AW29_647_4,6.684174537658691,Generated
A0A1G0AW29_648_4,5.62537784576416,Generated
D9SHP6_649_4,5.857280921936035,Generated
D9SHP6_650_4,5.763098716735839,Generated
D9SHP6_651_4,5.629129219055175,Generated
A0A1G0AW29_652_4,5.300088310241699,Generated
A0A1G0AW29_653_4,5.2614946365356445,Generated
A0A1G0AW29_654_4,5.005832862854004,Generated
A0A3M2BFW8_655_4,4.689353370666503,Generated
A0A3M2BFW8_656_4,4.918812370300292,Generated
A0A832ANL8_657_4,6.275900077819824,Generated
A0A832ANL8_658_4,5.353971672058106,Generated
A0A832ANL8_659_4,5.484587669372559,Generated
A0A832ANL8_660_4,5.210112190246581,Generated
A0A075ISY8_661_4,6.600507545471192,Generated
A0A075ISY8_662_4,5.347946739196778,Generated
A0A075ISY8_663_4,5.610827064514161,Generated
A0A075ISY8_664_4,5.183454704284666,Generated
A0A832ANL8_665_4,7.800948524475098,Generated
A0A832ANL8_666_4,5.113201713562011,Generated
A0A832ANL8_667_4,5.916791343688964,Generated
A0A832ANL8_668_4,5.592979621887206,Generated
A0A075ISY8_669_4,5.130310249328613,Generated
A0A075ISY8_670_4,6.021375083923339,Generated
A0A075ISY8_671_4,5.758040046691894,Generated
A0A075ISY8_672_4,5.487884330749511,Generated
A0A075ISY8_673_4,5.434285163879394,Generated
A0A832ANL8_674_4,5.68539981842041,Generated
A0A832ANL8_675_4,6.031378746032714,Generated
A0A3M2BFW8_676_4,4.972070503234862,Generated
A0A3M2BFW8_677_4,4.8435575485229485,Generated
A0A948EPL6_678_4,5.357154655456543,Generated
A0A948EPL6_679_4,5.307420539855956,Generated
A0A1G0AW29_680_4,5.629186058044433,Generated
A0A3M2BFW8_681_4,5.5107336044311515,Generated
A0A3M2BFW8_682_4,4.830598258972167,Generated
A0A3M2BFW8_683_4,5.245693397521971,Generated
A0A3M2BFW8_684_4,5.754061317443848,Generated
A0A1G0AW29_685_4,5.274226570129394,Generated
A0A1G0AW29_686_4,5.856144142150878,Generated
A0A1G0AW29_687_4,5.3569841384887695,Generated
A0A1G0AW29_688_4,5.314468574523925,Generated
A0A3M2BFW8_689_4,4.816956901550292,Generated
A0A832ANL8_690_4,5.410924339294433,Generated
A0A3M2BFW8_691_4,5.152136421203611,Generated
A0A3M2BFW8_692_4,5.488623237609862,Generated
A0A948EPL6_693_4,5.701655769348145,Generated
A0A948EPL6_694_4,5.848470878601074,Generated
A0A948EPL6_695_4,5.574847984313963,Generated
A0A3M2BFW8_696_4,4.981846809387206,Generated
A0A3M2BFW8_697_4,5.04516544342041,Generated
A0A3M2BFW8_698_4,4.791152000427247,Generated
A0A3M2BFW8_699_4,5.118544578552245,Generated
A0A832ANL8_700_4,5.157877159118651,Generated
A0A832ANL8_701_4,5.802488136291504,Generated
A0A3M2BFW8_702_4,5.044653892517089,Generated
A0A3M1FDV3_703_4,7.685222816467285,Generated
OGS68397.1,6.062867546081542,Natural
Q59462.3,5.407741355895996,Natural
Q60028.3,5.979484748840332,Natural
Q31IK3.1,5.332827568054199,Natural
O84917.1,5.779582023620605,Natural
Q9ZHZ4.1,5.720355796813965,Natural
A1VNQ9.1,5.974596595764161,Natural
Q21YM9.1,5.863817405700683,Natural
P50922.1,5.644021034240722,Natural
D5AUD5.1,5.736668586730957,Natural
B3QB68.1,6.076281547546387,Natural
Q07N61.1,5.971072578430175,Natural
Q479W5.1,5.850914955139159,Natural
Q2RRP5.1,5.601448631286621,Natural
Q213J3.1,6.277150535583496,Natural
Q2J1J9.1,5.702735710144044,Natural
Q37D32.1,5.967548561096191,Natural
Q2W3S5.1,6.3528032302856445,Natural
P04718.1,5.747013282775879,Natural
A3PRW6.1,5.803681755065917,Natural
Q3IX55.1,5.77088565826416,Natural
Q8RTI2.1,6.212297248840332,Natural
P29278.3,5.85222225189209,Natural
Q5ENN5.1,5.814651679992676,Natural
Q42813.2,5.826758384704591,Natural
Q41406.1,5.7320646286010755,Natural
Q6Y9H0.1,6.0036413192749025,Natural
Q41407.1,6.301193428039551,Natural
B6YXA9.1,5.490498924255371,Natural
Q58632.2,5.815617942810059,Natural
O93627.5,5.52482967376709,Natural
O28635.1,5.661982154846191,Natural
Q8PXG9.1,5.866716194152831,Natural
Q46E16.1,5.635836219787596,Natural
Q9MUT6.1,6.14426097869873,Natural
F4CQ77.1,5.939697456359863,Natural
Q6LBA6.1,6.438686943054199,Natural
Q8THG2.1,5.187376594543456,Natural
Q48952.1,5.878254508972168,Natural
P36487.1,6.383496284484862,Natural
Q3SNG2.1,6.479099464416504,Natural
O62964.1,6.227927970886231,Natural
Q1KVV0.1,6.184389305114746,Natural
Q9ZI34.1,6.548727226257324,Natural
Q1QGD4.1,6.684174537658691,Natural
A5E993.1,6.515192222595215,Natural
B3DVG5.1,6.087137794494628,Natural
P28452.1,6.232418251037598,Natural
P25413.1,6.45971736907959,Natural
Q05987.1,6.127891349792479,Natural
Q1QH22.1,6.684174537658691,Natural
Q33383.1,6.323701667785645,Natural
P48689.1,5.995854377746581,Natural
Q33600.1,6.186378669738769,Natural
Q8U1P9.1,5.805784797668457,Natural
P25414.1,6.45971736907959,Natural
P28453.1,6.325406837463379,Natural
Q9UZD7.1,6.177454948425292,Natural
Q05990.1,6.090320777893066,Natural
P34915.2,6.292951774597168,Natural
B2LMK1.1,6.0026750564575195,Natural
O58677.1,6.346891975402832,Natural
P08211.1,6.290337181091309,Natural
P45738.2,5.954077720642091,Natural
Q06SI3.1,6.289541435241699,Natural
A5FWR1.1,6.390203285217285,Natural
Q37192.1,5.999776268005371,Natural
P19162.1,6.0026750564575195,Natural
Q33438.1,6.224062919616699,Natural
P28405.2,6.4594331741333,Natural
Q32271.1,6.5789087295532225,Natural
Q33323.1,6.224119758605957,Natural
P00877.1,6.1418169021606435,Natural
Q32345.1,6.5789087295532225,Natural
Q32283.1,6.5789087295532225,Natural
Q32303.1,6.579533958435059,Natural
Q32344.1,6.579533958435059,Natural
Q31992.1,6.579533958435059,Natural
Q32255.1,6.579533958435059,Natural
B2X1Y2.1,6.185639762878417,Natural
P31184.2,6.408505439758301,Natural
O20241.3,6.223096656799316,Natural
P48069.1,6.254642295837402,Natural
P26490.1,7.155767631530763,Natural
P19161.1,6.092594337463377,Natural
A8Y9H8.1,6.0374605178833,Natural
Q20EX7.1,5.77270450592041,Natural
B3Q7E1.1,6.335694694519043,Natural
Q32701.1,6.224460792541504,Natural
Q33062.1,6.579988670349121,Natural
Q32256.1,6.579533958435059,Natural
P48072.1,6.254642295837402,Natural
P28428.1,5.8312486648559565,Natural
Q6B8P0.1,6.104189491271971,Natural
P23011.1,5.932990455627441,Natural
A1EA16.1,6.22457447052002,Natural
Q32360.1,6.5789087295532225,Natural
A5EQ63.1,6.516726875305175,Natural
Q31672.1,6.442324638366698,Natural
Q31886.2,6.225881767272949,Natural
P48684.1,5.879561805725097,Natural
Q33406.1,6.331488609313964,Natural
Q37G91.1,6.477223777770996,Natural
Q6N9J0.1,6.37502727508545,Natural
Q31946.1,6.326714134216309,Natural
P48075.1,6.254585456848145,Natural
Q33274.1,6.444939231872558,Natural
P28454.2,6.233270835876465,Natural
P48073.1,6.257200050354004,Natural
P28399.2,6.1291418075561515,Natural
O62970.1,6.540712928771973,Natural
A1E9T2.1,6.327055168151856,Natural
Q19V64.2,5.997389030456542,Natural
A4GG89.1,5.9594205856323255,Natural
P28449.1,6.00006046295166,Natural
P93869.1,6.128857612609862,Natural
O62943.1,6.091741752624511,Natural
Q5SCV9.1,6.446985435485838,Natural
P28450.1,6.455511283874511,Natural
A4YNR1.1,6.375481986999512,Natural
Q32397.1,7.6674890518188485,Natural
P28426.1,6.095834159851074,Natural
Q8MD78.1,6.323815345764161,Natural
Q33245.1,6.13749713897705,Natural
P48715.1,6.226279640197753,Natural
Q32663.1,6.538325691223145,Natural
P92406.1,6.324724769592286,Natural
Q219P7.2,6.254585456848145,Natural
P48070.1,6.139884376525878,Natural
P56647.1,6.412597846984863,Natural
P11383.2,6.22457447052002,Natural
P28403.2,6.323360633850098,Natural
O19872.2,6.044679069519043,Natural
P43226.1,6.251572990417481,Natural
P14957.3,6.043258094787597,Natural
P05698.2,6.22457447052002,Natural
Q31827.2,6.1813768386840815,Natural
P00878.1,6.142612648010252,Natural
P92401.1,6.324724769592286,Natural
Q33050.1,6.578226661682129,Natural
P93988.1,6.12868709564209,Natural
Q10WH6.1,5.908379173278808,Natural
Q05798.2,5.998355293273924,Natural
P28379.1,6.00006046295166,Natural
A7IGM0.1,6.1600053787231435,Natural
P28390.2,6.577601432800294,Natural
P28258.1,5.913722038269043,Natural
O63094.1,6.446360206604003,Natural
P92397.1,6.221448326110839,Natural
O20304.1,6.134314155578613,Natural
P69575.1,6.441187858581542,Natural
P27066.3,5.998866844177246,Natural
Q02518.1,6.081510734558105,Natural
Q31680.1,5.912016868591309,Natural
Q05985.1,6.08395481109619,Natural
P48688.2,6.186492347717285,Natural
P27064.5,6.000344657897949,Natural
Q31750.1,5.823461723327637,Natural
Q37328.1,6.539348793029785,Natural
P36486.1,6.001879310607909,Natural
P28442.2,6.044451713562012,Natural
P06292.1,5.946063423156737,Natural
A6BM42.1,6.185412406921387,Natural
P69576.1,6.441187858581542,Natural
Q06023.1,6.259530448913575,Natural
P69572.1,6.221448326110839,Natural
P69574.1,6.324667930603028,Natural
Q05992.1,6.0400182723999025,Natural
P00874.2,6.327112007141113,Natural
P92407.1,6.441187858581542,Natural
P28443.2,6.233270835876465,Natural
P28424.1,6.232247734069825,Natural
Q06GQ2.1,6.0900365829467775,Natural
A6H5I5.1,6.090093421936035,Natural
P23755.1,6.399979591369629,Natural
A6MMV2.1,6.1326089859008786,Natural
P19163.1,6.089809226989746,Natural
P69579.1,6.221448326110839,Natural
P69573.1,6.441187858581542,Natural
Q31809.1,6.577601432800294,Natural
Q32908.1,6.326714134216309,Natural
Q32223.1,5.998696327209472,Natural
P28382.2,6.050419807434082,Natural
P0C510.1,6.224744987487793,Natural
P24675.1,6.188027000427247,Natural
Q06024.1,6.224403953552247,Natural
P48682.1,6.144204139709472,Natural
Q9BBU1.1,6.041268730163575,Natural
A4GYR8.1,5.995911216735839,Natural
P48710.1,6.7198694229125975,Natural
P48695.1,5.995968055725096,Natural
Q2IT03.1,6.374117851257325,Natural
P28430.2,6.044451713562012,Natural
P28394.1,6.003357124328613,Natural
P92306.1,6.223778724670409,Natural
P56648.2,6.329897117614746,Natural
P28417.1,6.439027976989746,Natural
Q9XQJ6.1,6.2373064041137685,Natural
P93880.1,6.223096656799316,Natural
P28412.1,6.091457557678221,Natural
Q2TGZ2.1,6.221277809143066,Natural
P48719.2,5.995911216735839,Natural
P28431.1,6.231622505187987,Natural
Q0G9V4.1,5.997389030456542,Natural
P28433.1,6.094526863098143,Natural
P28410.1,6.315801048278809,Natural
P25827.1,6.127266120910644,Natural
Q37282.1,6.0404161453247065,Natural
B0YPN8.1,5.913722038269043,Natural
P16306.1,6.041950798034668,Natural
P28421.1,6.25054988861084,Natural
Q31983.2,6.136758232116699,Natural
P48697.1,6.0856031417846665,Natural
A6MMD0.1,6.041268730163575,Natural
P51994.1,6.601814842224122,Natural
P28406.2,7.65600757598877,Natural
P48698.1,6.54440746307373,Natural
P28429.2,6.463525581359862,Natural
Q07RX1.1,6.411233711242676,Natural
P28402.2,6.233611869812012,Natural
P28387.1,6.093674278259276,Natural
P43224.1,6.455681800842284,Natural
P28409.2,6.370423316955566,Natural
P46820.1,6.327112007141113,Natural
P28460.1,6.290280342102051,Natural
Q33528.1,6.223949241638183,Natural
P26958.1,6.360647010803221,Natural
Q33101.1,6.407652854919434,Natural
P48706.2,5.9107664108276365,Natural
P48074.1,6.384178352355956,Natural
P48712.1,6.749312019348145,Natural
P48693.1,6.091457557678221,Natural
Q05989.1,6.299431419372559,Natural
P28439.2,6.329897117614746,Natural
O19989.1,6.185412406921387,Natural
Q05994.1,5.9926145553588865,Natural
P43225.1,6.134825706481934,Natural
P26963.1,6.188027000427247,Natural
Q01873.1,6.042576026916504,Natural
P19164.1,6.186719703674316,Natural
P28419.1,6.045759010314941,Natural
Q49CC1.1,6.740786170959473,Natural
Q2MIH9.1,6.550318717956543,Natural
P28381.1,6.2901098251342775,Natural
Q09MH0.1,6.291303443908691,Natural
A8W3J2.1,6.5785108566284185,Natural
Q33443.1,5.9910799026489245,Natural
P28446.1,6.133518409729004,Natural
B3TN59.1,6.224858665466309,Natural
P00876.2,6.412484169006347,Natural
P28456.2,6.039677238464355,Natural
P27065.4,6.549807167053221,Natural
Q31655.1,6.226904869079591,Natural
P48714.2,6.141703224182128,Natural
P48694.2,6.133916282653809,Natural
P48708.1,6.325463676452637,Natural
Q8DIS5.1,5.902013206481934,Natural
P25830.1,6.224403953552247,Natural
Q09X09.1,6.00028781890869,Natural
Q7YJW4.1,6.227075386047363,Natural
A9L9A4.1,6.0934469223022445,Natural
Q33162.1,6.46153621673584,Natural
Q32RY7.1,6.042917060852051,Natural
P24680.1,5.913608360290527,Natural
P28416.1,6.339105033874512,Natural
P25836.1,6.328987693786622,Natural
Q32625.1,6.00290241241455,Natural
Q06025.1,6.164893531799316,Natural
Q68RZ8.1,5.995399665832519,Natural
P93936.1,6.336945152282715,Natural
Q9T4F2.1,6.141077995300292,Natural
Q0P3J3.1,6.038654136657715,Natural
Q05986.1,6.085034751892089,Natural
O78258.1,6.571349143981934,Natural
P24678.1,6.1878564834594725,Natural
P26962.1,6.1878564834594725,Natural
P28260.1,6.412256813049316,Natural
P36489.1,6.125560951232909,Natural
Q31951.1,6.54389591217041,Natural
Q9GHP8.1,5.992103004455566,Natural
Q05554.1,6.1281755447387685,Natural
Q32RQ1.1,5.829088783264161,Natural
P28385.1,6.089638710021972,Natural
Q36610.1,6.122548484802246,Natural
Q9XPR5.1,5.998412132263183,Natural
O78259.1,6.570723915100097,Natural
Q01874.1,6.259530448913575,Natural
O78260.1,6.570723915100097,Natural
P28383.1,6.540428733825684,Natural
P24312.2,6.293235969543457,Natural
P28448.1,6.338763999938965,Natural
A7M906.1,6.7399904251098635,Natural
P33536.1,6.424818229675293,Natural
P48709.1,6.549125099182128,Natural
P28418.1,6.233611869812012,Natural
Q85G81.1,7.1212663650512695,Natural
Q06GY9.1,6.22457447052002,Natural
P00880.2,6.161767387390136,Natural
O20346.1,6.232418251037598,Natural
P30827.1,6.223380851745605,Natural
Q7WNK2.1,7.301445960998536,Natural
Q32686.1,6.543839073181153,Natural
P04717.3,6.548443031311035,Natural
P28389.1,6.1332910537719725,Natural
B0CCC1.1,5.871035957336424,Natural
P28414.2,6.336717796325684,Natural
P48702.1,5.856655693054199,Natural
P51101.1,6.294770622253417,Natural
P48700.1,6.3288171768188475,Natural
P26960.2,6.09020709991455,Natural
P36484.1,6.543611717224121,Natural
P25829.1,6.444939231872558,Natural
Q32699.1,6.542645454406738,Natural
Q31730.2,6.231622505187987,Natural
O98671.1,6.22116413116455,Natural
Q33C26.1,6.292951774597168,Natural
P28451.1,6.133802604675293,Natural
Q37227.2,6.231451988220214,Natural
P28376.1,6.192915153503418,Natural
A6MVT9.1,5.8087972640991214,Natural
Q07209.1,6.093503761291502,Natural
P11421.1,6.411120033264161,Natural
P25079.2,6.550318717956543,Natural
Q33619.1,6.446019172668456,Natural
P28408.2,6.231679344177246,Natural
Q31738.1,6.224403953552247,Natural
P28391.2,6.231622505187987,Natural
O98664.1,6.325691032409668,Natural
P28392.1,6.041041374206543,Natural
P93913.1,6.460285758972168,Natural
P43222.1,6.138406562805175,Natural
Q32041.2,6.136758232116699,Natural
P41621.1,6.1878564834594725,Natural
Q36800.1,6.182627296447753,Natural
P48683.1,6.331488609313964,Natural
A6MML5.1,6.130164909362793,Natural
A6MM44.1,6.224460792541504,Natural
P28384.1,6.127095603942871,Natural
P27568.1,5.65004596710205,Natural
B1NWF8.1,6.184844017028809,Natural
P28388.1,6.2229829788208,Natural
P28259.1,6.328135108947754,Natural
Q95694.1,6.21673069000244,Natural
O98681.1,6.321371269226075,Natural
P48713.1,5.913665199279785,Natural
P28415.2,6.339048194885254,Natural
P48690.1,6.3295560836792,Natural
O98360.1,6.424136161804199,Natural
Q31674.1,6.568905067443848,Natural
P14958.2,5.911789512634278,Natural
P30829.1,6.330408668518066,Natural
P36476.1,6.147557640075683,Natural
Q9BA49.1,6.1309606552124025,Natural
A0ZZ43.1,5.999207878112792,Natural
P28441.2,6.041155052185059,Natural
P11422.1,6.411120033264161,Natural
Q33584.1,6.077077293395996,Natural
Q32040.2,6.0021066665649405,Natural
P26964.1,6.188140678405762,Natural
P28411.2,6.46255931854248,Natural
Q43036.1,5.912926292419433,Natural
P28435.2,6.1332910537719725,Natural
P28261.1,6.2333276748657225,Natural
Q3BAN4.2,5.95458927154541,Natural
Q32026.2,6.096118354797362,Natural
P93998.1,6.222926139831543,Natural
P28398.2,6.600450706481935,Natural
P28432.1,6.042234992980957,Natural
P36482.1,6.227189064025879,Natural
Q8RU60.1,6.412484169006347,Natural
P36481.1,6.220709419250488,Natural
Q31669.1,5.951917839050293,Natural
P48707.1,6.718675804138184,Natural
P48685.1,6.080658149719238,Natural
P36483.1,6.18973217010498,Natural
Q33015.1,6.5356542587280275,Natural
Q1ACK0.1,6.091457557678221,Natural
P93890.1,6.03410701751709,Natural
B0Z4K9.1,6.129312324523925,Natural
P24624.1,5.6019601821899405,Natural
P28378.1,6.127152442932128,Natural
O98890.1,6.462729835510253,Natural
Q70XZ5.1,6.129596519470215,Natural
P28459.1,6.129539680480956,Natural
P28420.1,6.232929801940918,Natural
P48711.2,6.091457557678221,Natural
Q09119.1,6.100494956970214,Natural
P51226.1,5.917814445495605,Natural
P28423.1,6.194051933288574,Natural
Q31859.1,6.406288719177247,Natural
P48696.2,6.294543266296387,Natural
P92445.1,6.603974723815918,Natural
P28397.1,6.040472984313964,Natural
Q760R5.1,5.869501304626463,Natural
P92463.1,5.872343254089355,Natural
Q06022.1,6.166769218444824,Natural
Q9GGX6.1,6.000913047790527,Natural
P28380.1,6.191607856750489,Natural
P48701.1,6.534062767028809,Natural
Q06021.1,6.166769218444824,Natural
P28457.1,5.952827262878418,Natural
P28444.1,6.135337257385253,Natural
P26961.1,6.09020709991455,Natural
P28377.2,6.22326717376709,Natural
Q9MVE5.1,6.090093421936035,Natural
P43223.1,6.255779075622559,Natural
P28434.1,6.132665824890137,Natural
P28404.2,6.315460014343262,Natural
P28455.1,6.232190895080566,Natural
Q8SN66.2,5.995854377746581,Natural
P93906.1,6.230883598327637,Natural
P24677.1,6.1878564834594725,Natural
P24681.1,6.08889980316162,Natural
P43228.1,6.233100318908691,Natural
P24676.1,6.1878564834594725,Natural
P26959.1,6.09020709991455,Natural
Q31795.2,6.089070320129394,Natural
P50255.2,6.103564262390136,Natural
P31189.2,6.32409954071045,Natural
P36478.1,6.085716819763182,Natural
Q760S7.1,5.869501304626463,Natural
P04991.1,6.088047218322752,Natural
A2SFV1.1,7.141614723205566,Natural
P28401.2,6.493593406677246,Natural
P30732.1,6.330408668518066,Natural
P48705.1,6.181604194641112,Natural
A6YG96.1,6.039734077453613,Natural
Q49KZ0.1,6.038540458679199,Natural
P48717.2,6.08213596343994,Natural
Q06RC1.1,6.225711250305175,Natural
P28437.2,6.230428886413574,Natural
Q05991.1,5.948223304748535,Natural
A2SJJ7.2,6.608692359924317,Natural
P28427.1,6.602326393127441,Natural
P43229.1,6.414189338684082,Natural
P48703.1,6.041723442077637,Natural
P24679.1,6.1878564834594725,Natural
P28395.1,6.232190895080566,Natural
Q32042.2,6.134484672546387,Natural
P28425.1,5.994831275939941,Natural
Q760R9.1,5.867114067077636,Natural
P69570.1,6.08889980316162,Natural
P28386.3,6.597949790954591,Natural
P24674.1,6.09020709991455,Natural
P28440.1,5.913381004333496,Natural
P25828.1,6.220197868347167,Natural
P28262.1,6.444598197937012,Natural
A4QJU1.1,5.871490669250488,Natural
P25837.1,6.2206525802612305,Natural
P25833.1,6.633417320251465,Natural
P36485.2,6.408960151672363,Natural
P28407.2,6.460228919982909,Natural
P48699.1,6.471824073791503,Natural
A4QLK2.1,5.960045814514161,Natural
O03042.1,5.878481864929199,Natural
A4QKB3.1,6.1294260025024405,Natural
P36479.1,5.874162101745605,Natural
Q32890.1,6.387588691711425,Natural
O04435.1,6.4659128189086905,Natural
A4QLB4.1,6.0784414291381825,Natural
A4QL27.1,6.038938331604004,Natural
A4QKK0.1,5.960045814514161,Natural
Q07210.1,6.56521053314209,Natural
P48704.1,6.285392189025879,Natural
Q7GDW5.1,6.39190845489502,Natural
O78261.1,6.571349143981934,Natural
A4QKT9.1,5.960045814514161,Natural
A4QJC3.1,6.041155052185059,Natural
Q32770.1,6.388157081604004,Natural
P25838.1,6.327509880065918,Natural
P58348.1,6.249924659729005,Natural
Q31948.3,6.136189842224121,Natural
O99001.1,6.574077415466309,Natural
A4QLU1.1,5.957544898986817,Natural
Q760R7.1,5.79867992401123,Natural
P31183.2,6.324724769592286,Natural
A4QK26.1,5.960045814514161,Natural
Q07281.1,6.215934944152831,Natural
A4QJK7.1,5.954987144470215,Natural
O98668.1,6.097482490539549,Natural
Q31715.1,6.037517356872558,Natural
P28396.1,6.081453895568846,Natural
O98883.1,6.462275123596191,Natural
A8W3D6.1,6.190527915954591,Natural
A9LYA9.1,6.550546073913575,Natural
P00879.3,6.2537328720092775,Natural
Q8WKC9.1,6.07281436920166,Natural
P19160.1,6.327509880065918,Natural
Q3M674.1,6.1429536819458,Natural
Q6EW71.2,6.130733299255371,Natural
P30401.1,6.190527915954591,Natural
Q7NIM7.1,6.294941139221191,Natural
P20455.2,6.222755622863769,Natural
P48686.1,5.8747873306274405,Natural
P28458.1,5.9130968093872065,Natural
P00875.1,6.1274934768676745,Natural
P28413.1,6.090889167785644,Natural
B2J8T2.1,6.252993965148925,Natural
P25831.1,6.474381828308105,Natural
P24671.1,6.088956642150878,Natural
